park_id,fee_id
6FDE39B1-AB4A-4C9A-A5CD-4AF67601CD78,1
70090004-4DA3-4E20-8F70-9DE064C2AA69,2
712044CE-4C85-48C2-813E-310A9C6C74E1,2
72A30002-12FA-4738-BCA7-1FA8062214CB,2
72F41D84-A8ED-47FC-935A-2FD28C3C582E,2
739AFEBE-BF00-4A3E-A369-85E74F6E6739,1
73A512A3-807A-457C-8A3B-5862C9C28BBD,2
7565F317-EA13-4E07-9059-D6831CA7E4A9,2
7568A0D8-73B1-44E6-82C7-E10BA1872209,2
75DD7A23-4BCF-4D11-A407-E282C2417DA4,2
75E4B06E-24C5-4F04-AAB3-F41CF0F55B7A,2
76F393BA-D39F-43E9-B0A3-F746E2FEAD85,2
76F87FF4-4BAD-453E-8013-2DA8924A5D94,2
77566B98-D9CC-40FB-AA6E-FAA0F56E2059,2
77E0D7F0-1942-494A-ACE2-9004D2BDC59E,2
7861C177-A600-4B37-B217-E9E64DC04F34,2
7B43EA5B-298C-4BAB-B22D-860B852B40A5,1
7B9F59AE-D223-4A99-B6DF-A418D876DD82,2
7D06F9D0-1D89-48B5-AFC6-E096C3288C1E,2
7D6098F9-3F75-4775-A56D-CD9C7F9A9488,2
7DC1050A-0DDE-4EF9-B777-3C9349BCC4DE,1
7DD7A9E8-E1E9-4759-A764-5FF81FC520ED,2
7E5A693C-2F63-44FD-B791-31FC8B8B6285,1
7E946FDE-C454-4361-98A5-F60158B42770,2
7F7E12D2-E295-41D2-8446-BBF5EEF2F8F2,1
7FF37F14-88C8-469E-A447-ACE6D9AF44D2,2
80B93073-3A9D-4BD8-A8F5-5CB84CD35FE1,2
80E30980-1B26-4AE7-A039-FA7D8D119070,2
80EB184D-4B6D-4AD2-B6E2-CAAD6312B27D,2
81AFEB37-7119-4BF1-B65B-806BAB973FFD,2
81CFE898-AD06-4C0D-8A9B-C8D356273F0D,1
81F81EBD-0FE7-4811-88EF-AB071E737D97,1
8415526C-C932-4236-A634-2D89DF718936,1
848DFACA-B486-4BC4-AD71-C834F7713793,2
855C9CDC-89B3-4143-9496-D9E6AE292CA1,2
859727CB-2812-40DF-B8DB-D4AE9EA00089,2
869BAD2B-C46F-4FEB-891B-EBA119B64B48,2
872417E6-2F91-4FDA-89A7-865B51B22332,2
87F00684-8E1F-4E12-B463-2B5B929A0C74,1
87F9EFC7-1951-4250-A367-644EC5C4E6A2,1
8908E0CA-3603-4578-B957-837F9813E6D5,1
89157226-8474-4BAE-B471-F1730993A468,2
89303609-703C-43CB-BA65-5BB96C3698C2,2
89730CB2-BB7D-400B-AF35-5F95A574D97D,1
8A31246D-5AB9-4A0E-8FBA-A9780C468935,2
8A4FA0D4-A3BE-4AE2-8303-1936D9BA1E29,1
8A6C3A35-C48B-4125-82E1-939A1B3A535C,2
8B07C05F-9C4A-4799-8428-DFA2BBB733AC,2
8C330DA3-6194-4034-8948-C6B6772B82A0,2
8CA5777A-FFDF-45AE-9705-C4DE268D1BCC,2
8CB65BC9-2A9D-4AA0-A5E2-B64E9CDA1575,2
8CBA3879-59AB-4EFE-8523-1DC6F77FB212,2
8CEE28AB-50AE-4AC6-ACEF-B209A5346743,2
8D803E2F-FB28-4DC3-9EDC-7FDAE185C092,2
8DFC9C19-FF0A-4B48-A34F-FD3D02BFE100,1
8F17B3D6-BFA2-49F2-B553-C10B2B3A3EED,2
8F858FBE-8E28-491A-BCBD-67E23D535EEA,1
8F8CC788-D1BB-42BC-A41E-B442E2B001C8,2
913100E9-987E-4659-8124-DFCEE3158FCB,2
9192FFEE-4D88-4A03-A054-F47C33F0C3E9,1
932C699A-5680-4EA3-8C62-69A6A7D286C5,2
93BB79F9-D700-4202-B21C-B2354617A729,1
9463E25C-7342-4A34-9537-4A6DA74B2B06,2
94B046DC-2AFD-4ECB-A60D-CE210A8550B1,1
9604169F-6A23-4E70-937B-3BE7315590F2,2
96DC2172-0201-4ABB-BD77-2687F4726C9B,2
97145E4E-3909-4669-8102-9559F3C405D1,1
9854D136-AFC0-4966-BB40-FE9323B56A49,2
98C8117C-EDE9-4A7C-9354-5AD0DEFDB848,2
99907F85-7E09-40FE-BF5E-A9AB7F09A7E2,1
99F1F4ED-5B14-4756-B0EB-FF251B1A12BD,2
9AA4A53C-0331-43CC-99F5-379BC929FFB2,1
9B266961-3364-43D2-9A08-82BB5EF5643F,1
9C680E81-C4DC-46DD-BF33-8189828FF887,2
9C730246-CCB2-496F-AD0E-1D31D76C4C45,1
9CFF594A-8DB1-4377-BE2A-10CC2B0C47E1,1
9F7919AF-7B0B-4FDB-98B7-9D0FB3B9E4F1,2
A0125F49-080E-4292-BD91-C1FA1657F547,2
A0B4CA5E-608A-4DF2-8EFB-E2E4619EA243,2
A1901BAE-94DB-44E4-96D4-1E07422EDF6E,2
A1994071-1BCB-4C14-9C21-108348882067,2
A1C5A868-68A9-4403-B762-531EBA300E3C,2
A21F01BC-9E47-4DBE-8655-A1651FC2C1B1,2
A36366E7-5663-4531-B0CE-D58928C6D01B,2
A576B9F9-5C0A-453C-8DB0-939883FFA57A,2
A609887A-BB48-47AA-A6F6-4C7F77346FC6,2
A6290572-1871-4285-90F5-7C313FE2583E,1
A6F169CF-B830-499C-A5EB-A35138C77589,1
A71EF659-5A33-4CCC-93CE-340F23A88E3E,1
A83EFD38-9FCF-4996-A957-FE416A8C6B6D,2
A8C04CA4-FEFF-4FDD-99C4-5BA801AA2DB5,2
AA1E3B48-8B98-4F47-A642-C266A92AB523,1
AC3B46AA-B4C2-4555-A82A-D4CF790DF81D,2
AD731EF0-685F-4397-88C1-A9BB21EBF034,2
B0DE766C-E87F-48BE-A94F-C9D774AD52FD,1
B13AB831-6806-4CBA-A93D-4E2FCC39F6F7,1
B170CCF7-7AB9-48FF-950E-31815FD4DBB2,1
B2178CA4-35DE-4827-9B7A-B25FAAE1E69B,2
B2577D2A-A33E-4DCF-B6F8-C299E1DFEC19,2
B32A4A36-E7CC-4A93-97DB-3F48565D2DA4,2
B39C368F-CB27-49EC-B2A9-E6C1552430FB,2
B4AEC074-8652-4B0A-8963-4CD60ECA2349,1
B548FF88-8155-4E56-8E77-FB140D06E1EC,1
B5FE5682-7981-47DD-AC96-13F4B33A466E,1
B6E3A992-3217-4BC0-AC64-A699B45971CA,2
B712CB0C-B3DD-48A6-AA4F-CCD72C87F48B,2
B7429C72-D8CA-46D9-8E89-E659259D8EEF,2
B7FF43E5-3A95-4C8E-8DBE-72D8608D6588,1
B87424A7-92C3-49BA-BF16-A2EB16882376,2
BA3C1A1D-AA6A-49EB-9237-0222CEEE2670,2
BA5A0D58-E05F-44AE-94F1-10A88A4AF143,2
BA84404E-743C-4841-9F83-87CEDA164E5B,2
BAB8E761-8BB9-4DFF-9D38-5D4BA9AB2BD4,2
BBA0A580-E05B-42DD-A64F-7C6F958091C5,1
BC195D18-71C8-4A99-BF8E-10BFAB849679,2
BD588493-EC77-4B97-B73E-3BA444864DC5,1
BDBD573F-97EF-44E7-A579-471679F2C42A,1
BDE93DB8-0A71-4C18-9F10-489815E742CC,2
BE27CCA2-1ECA-4A6A-90E7-8EB38029FEF3,2
BE344FC9-4366-493D-B881-4E5AD4973CF5,2
BE3A981E-BB55-474D-8A0E-D711408682DC,1
BEE3E4AA-D61B-4197-A2A0-567D15734766,2
BFE248C8-40CD-4DC8-AC07-AE61A0D81FF3,1
C03CF86E-BFB5-470E-AFF3-C1798A61FFE5,1
C0BF2A42-E353-4FAE-B4C4-AA0676B58100,1
C1713EAF-0437-4CE1-8CFB-04147E1318F3,2
C1D82E29-1291-415B-9834-5A0480D2732C,2
C200ADA5-F162-4D77-A820-950E13925129,1
C315119F-1597-4C44-A8FA-60D707730FF0,1
C40BEE20-AF31-4DB5-AC77-D53EC89D1D9F,2
C4E1A9A4-D121-4734-94FA-7788A93C2AAA,2
C4F477D4-D34A-486B-BC6C-94FB2FAA8D67,2
C59FE971-54EE-447C-9DCE-CB781949B0B8,2
C62B89CF-F912-46F4-878C-8EEBD843CEC6,2
C65070FE-942C-4E00-8C2B-64CA33C85B4A,2
C75450D2-9223-4D5F-9BA4-28DBB92CD507,1
C7C40543-5879-48FC-8E55-C26F3E0B4CCD,2
C84BCBF8-FC75-48BB-8032-6FF56AB2DCED,2
C8B7FCAD-0176-4ABC-8774-90A264E646F1,2
C8E59368-4CCA-4513-B2C5-D055BC0DA491,2
C9056F71-7162-4208-8AE9-2D0AEFA594FD,1
C9AA17CC-3152-464A-A9E2-494368086045,2
CA3ABD4B-B2BB-4949-9705-60CADB175FC4,2
CB014DE3-3483-4E36-BC35-3CC7E9F60529,2
CCE1AD17-9B13-4D74-9CAC-0278D5477316,2
CD54150B-24F6-4B96-8D6F-B23AF92A70F2,2
CDC0FE7F-C249-466C-88B2-B81FC5279B91,2
CE9470A1-A8D7-49DE-A555-1A32FBBAB0FF,2
CEC2A157-CDDC-4F11-BBE5-0AA2CEA35ADB,2
CEC8BD62-9229-4455-ABE8-F4310F4AB623,1
CF02A7E7-147F-4F1C-966B-FE3F2AE28DDC,2
CF35CC35-12CE-473D-9E4C-703916105B78,2
CF83E09C-3E55-4B5A-9D8B-E833CF6FEB5A,2
D040C2B5-BFCD-4DED-AADC-BA28E29CC560,2
D06293DF-25C4-4065-B0C7-BA5A225D3BF3,2
D09FF0F8-B16E-4D2B-9C37-03202D6B8176,1
D0F897A0-9545-4901-A1B8-7128E11A51FA,2
D1417003-3F9E-4FE0-9C6B-8ECE50855C7B,2
D1EAA1D1-E855-42FF-9D06-8E983413BDE5,2
D2E64293-4B46-4F1A-8902-7D0FCAD268C0,2
D43C7439-5C0B-4F4F-9D5B-65080F13AD28,2
D44FE5CB-71B4-4B7C-A52A-41BE9D9211B3,2
D509DC08-53AD-4661-A2EA-FC69BE456E50,2
D50B95B0-11C7-4F0A-8B3A-9BAC66E8F1A7,2
D57C8F0D-71E9-46D7-B00B-001BC7E39096,2
D68D9424-CD32-434F-88BF-3069ADFB2744,2
D709F8AB-E094-4C58-8B9E-2E4958AA2BF2,2
D84122DD-1B0E-4D13-927C-5D6D2A0D200E,1
D87E3D6F-8007-46F0-971A-B3BC191CC888,1
D9819727-18DF-4A84-BDDE-D4F2696DE340,2
D9BF4288-9AC3-4526-9598-BE8920839ACC,1
DBD2FCBF-D0DD-4262-A04E-93090888F0F5,2
DC9185D6-CCA9-4F40-AE53-5D77DE35E202,1
DD9075B8-4AC2-4FA4-83F4-A08DFD705C25,2
DE0A8012-5324-4F5C-98DA-0EE6589FDFB3,1
DE70B987-01A4-4BA5-9662-030BE3329AB3,1
DE848801-6FFA-4961-901A-CBE120F569F5,1
DED290D0-879A-4134-BBC3-54980D80959E,2
DFC1B0DB-832E-4C21-9CB9-79FB726B97D5,1
DFCBAD2C-0B0A-47E8-9C3C-BF55BB3409B2,2
E01A7425-C74B-4E71-853D-681AD2FB948A,2
E0F4D5E3-3E4A-4345-B86A-1B0CAD7461F1,2
E1A636E5-E7AC-4B71-93DE-F1408F65C458,2
E25D6277-11D8-425F-8498-718C98B13854,2
E28CA30C-2D81-4394-81E9-67677C412115,1
E2AE772D-7A2B-49CC-9AFA-E8F068506B22,1
E2F59F29-1F3A-43B9-A361-7E74E5FDDEB1,2
E455313B-782A-4CDC-A6A5-8B506FA3A4C1,1
E463E13F-FCD4-41B3-AEF3-BA3199E04399,2
E49B3D75-8676-4417-BFAD-8B3E23B1418B,2
E4C7784E-66A0-4D44-87D0-3E072F5FEF43,1
E6D5BB41-3251-469F-ABDA-7B43B966F0CF,1
E6E1D22A-7A89-47F8-813C-B611059A8CF9,2
E777590D-C086-4A88-B5A2-AAE47DBD6A6F,2
E7E4E103-5FA9-45AC-8843-05DE554CDBB7,2
E84B1E08-CCE8-4FFF-8DB6-B92F40953225,2
E84CCC52-A22F-42D6-86F1-198D818C25DD,2
E98D419A-A118-49D5-89AF-3C4F9BE7372D,2
E991C8BC-C203-4A09-AFD5-87380CF5C387,1
E9A0608F-46D6-4072-939F-C81E27AAB236,2
EA328EBD-71CC-49B9-8F64-97C8A188BCA4,2
EA86FED8-2E03-467A-A8BD-4F032A647F35,2
EC5A2653-4470-46E7-8B57-30B8ADE46445,1
ECCA243E-109D-4D73-8546-B0A2553DD9E5,2
ECDFABE2-6448-46EA-886E-FE79ACBBF16E,2
ED57A2B1-2560-471C-82A7-7EF6BC3486F8,2
ED9C0322-68FB-4DE1-A884-61C623281C9D,2
EDD278F5-E9A8-4A40-BA41-9809ED8E025D,2
EE1F4878-00FB-4760-A77F-EA76DB8DEFD9,2
EE2565D2-D745-4EF7-8814-21DF448427AD,2
EEBA7225-7FF5-4B62-B60C-6BBC66351A4E,2
EF680908-DE76-4336-BD51-F33BEB09B4D7,1
F22ED7C4-DDB8-43F8-AAF2-D474864352DA,1
F26E7620-3284-4F39-AB1B-98100B4AC6A7,2
F339067B-A588-4BF3-9D90-1C1BA1249203,2
F341E5A4-959B-4D87-B886-23A884633D33,2
F4D44F29-3F67-498F-B05B-0783473D2708,2
F5676388-94E5-45D2-8A51-344C825F5C12,2
F58C6D24-8D10-4573-9826-65D42B8B83AD,1
F5CD58FB-05DC-4074-99DA-F327A537F1BC,1
F614E6C5-1283-431A-AF44-15FC849D65FE,2
F63CFF21-C861-422D-A725-B8F3ECFF6EAE,2
F6831504-A456-45C8-B87B-0FCE1D849A12,2
F6D0ABED-2C07-4194-8CB7-09476271EDB9,2
F7DA09B4-41C4-4372-9EBB-15AD1526B391,2
F7EB51F0-240D-49BC-968C-792756A3B1A0,1
F85AF8D0-1B85-4B2C-9356-840A4AF6A354,2
F894BEB4-0058-4FB9-9E5B-68DB9A5BD198,2
FA6450A4-D2F1-4B35-9817-EA01918597A6,1
FAEF5684-83A4-4CF2-A701-60CF8D4014BD,2
FB1AE18D-522F-434B-9983-3D0194CE1995,2
FBF9F793-5114-4B61-A5BA-6F9ADDFDF459,2
FC72FEF5-362F-4C9B-B6A1-88FA559D84CE,2
FD536267-125D-4CEB-8978-2B2767C3B2FF,1
FDD929A5-1D56-41DD-8A04-5FF77023340C,2
FE52067B-EBB9-4FD2-B613-FE778985BAD9,2
FE5E320D-BFCC-41EE-8113-BFEA9D6CA8CD,1
FF6B2CDF-10F5-4A7F-9437-74C1E7104C65,2
FF73E2AA-E274-44E1-A8F5-9DD998B0F579,1
FFC9F9C4-D79D-4CA7-AB0F-7A2AD30061CD,1
FFD294C0-8027-42EC-B395-9C3BF2B80F49,1
FFEB6894-949B-4C17-924D-646B63966718,2
